"year_month","primary_type","ward","crime_count","was_arrested_count","was_domestic_count"
"2018-07","ARSON",16,4,1,0
"2018-07","ARSON",17,2,0,0
"2018-07","ARSON",21,2,0,1
"2018-07","ARSON",24,3,2,1
"2018-07","ARSON",26,1,0,0
"2018-07","ARSON",28,1,0,0
"2018-07","ARSON",29,2,0,0
"2018-07","ARSON",30,2,0,0
"2018-07","ARSON",31,2,1,0
"2018-07","ARSON",34,1,0,0
"2018-07","ARSON",35,2,1,0
"2018-07","ARSON",37,2,0,0
"2018-07","ARSON",39,1,0,0
"2018-07","ARSON",41,1,0,0
"2018-07","ARSON",42,1,0,0
"2018-07","ASSAULT",1,20,1,1
"2018-07","ASSAULT",2,74,15,13
"2018-07","ASSAULT",3,51,6,9
"2018-07","ASSAULT",4,27,1,10
"2018-07","ASSAULT",5,55,5,17
"2018-07","ASSAULT",6,73,13,24
"2018-07","ASSAULT",7,63,11,19
"2018-07","ASSAULT",8,68,10,27
"2018-07","ASSAULT",9,70,17,21
"2018-07","ASSAULT",10,41,10,10
"2018-07","ASSAULT",11,19,8,5
"2018-07","ASSAULT",12,23,5,4
"2018-07","ASSAULT",13,25,4,4
"2018-07","ASSAULT",14,24,2,7
"2018-07","ASSAULT",15,53,8,13
"2018-07","ASSAULT",16,66,12,24
"2018-07","ASSAULT",17,98,15,46
"2018-07","ASSAULT",18,40,5,20
"2018-07","ASSAULT",19,8,0,1
"2018-07","ASSAULT",20,69,9,20
"2018-07","ASSAULT",21,74,13,25
"2018-07","ASSAULT",22,17,2,6
"2018-07","ASSAULT",23,15,4,6
"2018-07","ASSAULT",24,95,8,28
"2018-07","ASSAULT",25,22,5,5
"2018-07","ASSAULT",26,28,2,8
"2018-07","ASSAULT",27,49,8,9
"2018-07","ASSAULT",28,101,20,30
"2018-07","ASSAULT",29,50,8,15
"2018-07","ASSAULT",30,28,6,4
"2018-07","ASSAULT",31,16,0,3
"2018-07","ASSAULT",32,11,1,4
"2018-07","ASSAULT",33,8,4,1
"2018-07","ASSAULT",34,71,8,30
"2018-07","ASSAULT",35,25,4,8
"2018-07","ASSAULT",36,16,2,4
"2018-07","ASSAULT",37,49,8,19
"2018-07","ASSAULT",38,18,2,5
"2018-07","ASSAULT",39,20,2,4
"2018-07","ASSAULT",40,15,4,1
"2018-07","ASSAULT",41,20,7,3
"2018-07","ASSAULT",42,78,18,5
"2018-07","ASSAULT",43,16,2,0
"2018-07","ASSAULT",44,14,0,0
"2018-07","ASSAULT",45,16,0,2
"2018-07","ASSAULT",46,14,3,3
"2018-07","ASSAULT",47,7,3,0
"2018-07","ASSAULT",48,19,2,3
"2018-07","ASSAULT",49,36,7,5
"2018-07","ASSAULT",50,25,3,7
"2018-07","BATTERY",1,47,11,18
"2018-07","BATTERY",2,192,43,89
"2018-07","BATTERY",3,159,26,87
"2018-07","BATTERY",4,92,9,54
"2018-07","BATTERY",5,125,33,74
"2018-07","BATTERY",6,162,34,104
"2018-07","BATTERY",7,147,33,92
"2018-07","BATTERY",8,143,25,99
"2018-07","BATTERY",9,147,28,85
"2018-07","BATTERY",10,96,24,55
"2018-07","BATTERY",11,47,11,30
"2018-07","BATTERY",12,65,13,31
"2018-07","BATTERY",13,52,12,40
"2018-07","BATTERY",14,65,13,41
"2018-07","BATTERY",15,147,34,98
"2018-07","BATTERY",16,159,38,102
"2018-07","BATTERY",17,231,48,167
"2018-07","BATTERY",18,86,14,64
"2018-07","BATTERY",19,30,7,22
"2018-07","BATTERY",20,168,38,102
"2018-07","BATTERY",21,153,22,98
"2018-07","BATTERY",22,60,14,33
"2018-07","BATTERY",23,51,14,30
"2018-07","BATTERY",24,269,34,154
"2018-07","BATTERY",25,52,10,21
"2018-07","BATTERY",26,68,10,44
"2018-07","BATTERY",27,165,34,92
"2018-07","BATTERY",28,274,29,162
"2018-07","BATTERY",29,111,16,59
"2018-07","BATTERY",30,64,12,46
"2018-07","BATTERY",31,47,9,25
"2018-07","BATTERY",32,32,5,7
"2018-07","BATTERY",33,41,6,29
"2018-07","BATTERY",34,136,24,91
"2018-07","BATTERY",35,46,14,22
"2018-07","BATTERY",36,39,10,27
"2018-07","BATTERY",37,149,29,100
"2018-07","BATTERY",38,41,11,24
"2018-07","BATTERY",39,41,4,19
"2018-07","BATTERY",40,47,12,19
"2018-07","BATTERY",41,37,6,12
"2018-07","BATTERY",42,196,44,32
"2018-07","BATTERY",43,41,12,11
"2018-07","BATTERY",44,62,21,15
"2018-07","BATTERY",45,35,7,17
"2018-07","BATTERY",46,56,11,18
"2018-07","BATTERY",47,23,5,8
"2018-07","BATTERY",48,54,9,23
"2018-07","BATTERY",49,74,15,33
"2018-07","BATTERY",50,55,10,26
"2018-07","BURGLARY",1,29,3,0
"2018-07","BURGLARY",2,30,5,0
"2018-07","BURGLARY",3,19,0,1
"2018-07","BURGLARY",4,20,0,0
"2018-07","BURGLARY",5,34,0,1
"2018-07","BURGLARY",6,30,2,3
"2018-07","BURGLARY",7,46,1,0
"2018-07","BURGLARY",8,47,2,1
"2018-07","BURGLARY",9,25,0,0
"2018-07","BURGLARY",10,24,0,1
"2018-07","BURGLARY",11,16,2,0
"2018-07","BURGLARY",12,18,2,0
"2018-07","BURGLARY",13,18,1,0
"2018-07","BURGLARY",14,21,2,0
"2018-07","BURGLARY",15,40,2,1
"2018-07","BURGLARY",16,22,2,0
"2018-07","BURGLARY",17,38,2,0
"2018-07","BURGLARY",18,26,0,0
"2018-07","BURGLARY",19,14,1,0
"2018-07","BURGLARY",20,34,2,1
"2018-07","BURGLARY",21,36,0,0
"2018-07","BURGLARY",22,10,0,0
"2018-07","BURGLARY",23,15,1,0
"2018-07","BURGLARY",24,43,4,2
"2018-07","BURGLARY",25,16,3,0
"2018-07","BURGLARY",26,25,1,0
"2018-07","BURGLARY",27,25,3,1
"2018-07","BURGLARY",28,29,2,0
"2018-07","BURGLARY",29,19,0,0
"2018-07","BURGLARY",30,19,1,0
"2018-07","BURGLARY",31,18,3,1
"2018-07","BURGLARY",32,30,0,0
"2018-07","BURGLARY",33,20,0,0
"2018-07","BURGLARY",34,23,0,0
"2018-07","BURGLARY",35,23,3,0
"2018-07","BURGLARY",36,17,1,0
"2018-07","BURGLARY",37,13,0,0
"2018-07","BURGLARY",38,18,2,1
"2018-07","BURGLARY",39,19,0,0
"2018-07","BURGLARY",40,12,0,0
"2018-07","BURGLARY",41,8,0,0
"2018-07","BURGLARY",42,11,2,0
"2018-07","BURGLARY",43,17,2,0
"2018-07","BURGLARY",44,21,1,0
"2018-07","BURGLARY",45,9,1,1
"2018-07","BURGLARY",46,14,4,0
"2018-07","BURGLARY",47,26,1,0
"2018-07","BURGLARY",48,13,0,0
"2018-07","BURGLARY",49,16,0,0
"2018-07","BURGLARY",50,22,1,0
"2018-07","CONCEALED CARRY LICENSE VIOLATION",6,1,1,0
"2018-07","CONCEALED CARRY LICENSE VIOLATION",7,2,2,0
"2018-07","CONCEALED CARRY LICENSE VIOLATION",11,1,1,0
"2018-07","CONCEALED CARRY LICENSE VIOLATION",12,1,1,0
"2018-07","CONCEALED CARRY LICENSE VIOLATION",16,2,2,0
"2018-07","CONCEALED CARRY LICENSE VIOLATION",17,1,1,0
"2018-07","CONCEALED CARRY LICENSE VIOLATION",23,3,3,0
"2018-07","CONCEALED CARRY LICENSE VIOLATION",27,1,1,0
"2018-07","CONCEALED CARRY LICENSE VIOLATION",28,1,1,0
"2018-07","CRIM SEXUAL ASSAULT",1,4,0,1
"2018-07","CRIM SEXUAL ASSAULT",2,3,0,0
"2018-07","CRIM SEXUAL ASSAULT",3,3,0,1
"2018-07","CRIM SEXUAL ASSAULT",4,2,0,0
"2018-07","CRIM SEXUAL ASSAULT",5,4,0,2
"2018-07","CRIM SEXUAL ASSAULT",6,7,0,2
"2018-07","CRIM SEXUAL ASSAULT",7,5,1,3
"2018-07","CRIM SEXUAL ASSAULT",8,5,0,1
"2018-07","CRIM SEXUAL ASSAULT",9,5,0,1
"2018-07","CRIM SEXUAL ASSAULT",10,1,0,0
"2018-07","CRIM SEXUAL ASSAULT",11,1,0,0
"2018-07","CRIM SEXUAL ASSAULT",12,3,0,0
"2018-07","CRIM SEXUAL ASSAULT",13,1,0,0
"2018-07","CRIM SEXUAL ASSAULT",15,2,0,0
"2018-07","CRIM SEXUAL ASSAULT",16,1,0,0
"2018-07","CRIM SEXUAL ASSAULT",17,3,1,2
"2018-07","CRIM SEXUAL ASSAULT",18,1,0,0
"2018-07","CRIM SEXUAL ASSAULT",19,1,0,0
"2018-07","CRIM SEXUAL ASSAULT",20,2,0,2
"2018-07","CRIM SEXUAL ASSAULT",21,3,1,1
"2018-07","CRIM SEXUAL ASSAULT",22,2,0,1
"2018-07","CRIM SEXUAL ASSAULT",23,2,0,0
"2018-07","CRIM SEXUAL ASSAULT",24,4,0,0
"2018-07","CRIM SEXUAL ASSAULT",25,1,0,0
"2018-07","CRIM SEXUAL ASSAULT",26,1,0,0
"2018-07","CRIM SEXUAL ASSAULT",27,7,0,2
"2018-07","CRIM SEXUAL ASSAULT",28,9,0,0
"2018-07","CRIM SEXUAL ASSAULT",29,2,0,0
"2018-07","CRIM SEXUAL ASSAULT",30,1,0,0
"2018-07","CRIM SEXUAL ASSAULT",31,1,0,0
"2018-07","CRIM SEXUAL ASSAULT",32,1,0,0
"2018-07","CRIM SEXUAL ASSAULT",33,1,0,0
"2018-07","CRIM SEXUAL ASSAULT",34,4,1,0
"2018-07","CRIM SEXUAL ASSAULT",37,7,1,2
"2018-07","CRIM SEXUAL ASSAULT",39,2,0,0
"2018-07","CRIM SEXUAL ASSAULT",40,1,0,1
"2018-07","CRIM SEXUAL ASSAULT",42,7,0,1
"2018-07","CRIM SEXUAL ASSAULT",44,3,0,0
"2018-07","CRIM SEXUAL ASSAULT",45,1,0,1
"2018-07","CRIM SEXUAL ASSAULT",46,4,0,0
"2018-07","CRIM SEXUAL ASSAULT",47,1,0,0
"2018-07","CRIM SEXUAL ASSAULT",48,6,1,2
"2018-07","CRIM SEXUAL ASSAULT",49,1,0,1
"2018-07","CRIM SEXUAL ASSAULT",50,2,0,0
"2018-07","CRIMINAL DAMAGE",1,37,2,0
"2018-07","CRIMINAL DAMAGE",2,96,6,10
"2018-07","CRIMINAL DAMAGE",3,88,4,17
"2018-07","CRIMINAL DAMAGE",4,68,1,12
"2018-07","CRIMINAL DAMAGE",5,86,6,13
"2018-07","CRIMINAL DAMAGE",6,90,7,19
"2018-07","CRIMINAL DAMAGE",7,74,3,13
"2018-07","CRIMINAL DAMAGE",8,77,6,7
"2018-07","CRIMINAL DAMAGE",9,97,4,23
"2018-07","CRIMINAL DAMAGE",10,50,2,12
"2018-07","CRIMINAL DAMAGE",11,42,2,2
"2018-07","CRIMINAL DAMAGE",12,34,2,4
"2018-07","CRIMINAL DAMAGE",13,45,0,0
"2018-07","CRIMINAL DAMAGE",14,47,0,3
"2018-07","CRIMINAL DAMAGE",15,72,6,16
"2018-07","CRIMINAL DAMAGE",16,60,6,15
"2018-07","CRIMINAL DAMAGE",17,106,9,27
"2018-07","CRIMINAL DAMAGE",18,57,2,10
"2018-07","CRIMINAL DAMAGE",19,35,0,2
"2018-07","CRIMINAL DAMAGE",20,102,6,23
"2018-07","CRIMINAL DAMAGE",21,70,5,12
"2018-07","CRIMINAL DAMAGE",22,33,2,4
"2018-07","CRIMINAL DAMAGE",23,41,0,8
"2018-07","CRIMINAL DAMAGE",24,103,9,28
"2018-07","CRIMINAL DAMAGE",25,35,2,0
"2018-07","CRIMINAL DAMAGE",26,52,4,5
"2018-07","CRIMINAL DAMAGE",27,65,4,5
"2018-07","CRIMINAL DAMAGE",28,97,4,19
"2018-07","CRIMINAL DAMAGE",29,51,4,9
"2018-07","CRIMINAL DAMAGE",30,29,1,2
"2018-07","CRIMINAL DAMAGE",31,36,1,2
"2018-07","CRIMINAL DAMAGE",32,47,1,0
"2018-07","CRIMINAL DAMAGE",33,39,1,1
"2018-07","CRIMINAL DAMAGE",34,91,4,19
"2018-07","CRIMINAL DAMAGE",35,38,0,1
"2018-07","CRIMINAL DAMAGE",36,24,1,1
"2018-07","CRIMINAL DAMAGE",37,81,3,12
"2018-07","CRIMINAL DAMAGE",38,35,0,4
"2018-07","CRIMINAL DAMAGE",39,24,1,1
"2018-07","CRIMINAL DAMAGE",40,36,1,2
"2018-07","CRIMINAL DAMAGE",41,29,1,4
"2018-07","CRIMINAL DAMAGE",42,50,1,1
"2018-07","CRIMINAL DAMAGE",43,35,1,0
"2018-07","CRIMINAL DAMAGE",44,28,4,1
"2018-07","CRIMINAL DAMAGE",45,30,2,0
"2018-07","CRIMINAL DAMAGE",46,17,2,0
"2018-07","CRIMINAL DAMAGE",47,31,3,1
"2018-07","CRIMINAL DAMAGE",48,26,0,1
"2018-07","CRIMINAL DAMAGE",49,38,2,2
"2018-07","CRIMINAL DAMAGE",50,41,0,2
"2018-07","CRIMINAL SEXUAL ASSAULT",1,1,0,0
"2018-07","CRIMINAL SEXUAL ASSAULT",5,1,0,0
"2018-07","CRIMINAL SEXUAL ASSAULT",7,2,0,0
"2018-07","CRIMINAL SEXUAL ASSAULT",8,1,0,1
"2018-07","CRIMINAL SEXUAL ASSAULT",12,1,1,1
"2018-07","CRIMINAL SEXUAL ASSAULT",14,1,0,0
"2018-07","CRIMINAL SEXUAL ASSAULT",17,1,1,0
"2018-07","CRIMINAL SEXUAL ASSAULT",18,1,0,0
"2018-07","CRIMINAL SEXUAL ASSAULT",26,1,0,0
"2018-07","CRIMINAL SEXUAL ASSAULT",28,3,0,1
"2018-07","CRIMINAL SEXUAL ASSAULT",34,1,1,0
"2018-07","CRIMINAL SEXUAL ASSAULT",37,2,0,1
"2018-07","CRIMINAL SEXUAL ASSAULT",41,1,1,0
"2018-07","CRIMINAL SEXUAL ASSAULT",42,2,1,0
"2018-07","CRIMINAL SEXUAL ASSAULT",48,1,1,0
"2018-07","CRIMINAL TRESPASS",1,5,2,0
"2018-07","CRIMINAL TRESPASS",2,27,8,0
"2018-07","CRIMINAL TRESPASS",3,13,9,0
"2018-07","CRIMINAL TRESPASS",4,10,6,0
"2018-07","CRIMINAL TRESPASS",5,14,3,4
"2018-07","CRIMINAL TRESPASS",6,16,7,2
"2018-07","CRIMINAL TRESPASS",7,8,5,4
"2018-07","CRIMINAL TRESPASS",8,14,3,2
"2018-07","CRIMINAL TRESPASS",9,18,13,1
"2018-07","CRIMINAL TRESPASS",10,12,8,0
"2018-07","CRIMINAL TRESPASS",11,7,2,0
"2018-07","CRIMINAL TRESPASS",12,12,6,1
"2018-07","CRIMINAL TRESPASS",13,2,1,0
"2018-07","CRIMINAL TRESPASS",14,11,4,5
"2018-07","CRIMINAL TRESPASS",15,16,6,2
"2018-07","CRIMINAL TRESPASS",16,8,5,1
"2018-07","CRIMINAL TRESPASS",17,12,5,1
"2018-07","CRIMINAL TRESPASS",18,9,1,2
"2018-07","CRIMINAL TRESPASS",19,4,0,0
"2018-07","CRIMINAL TRESPASS",20,12,5,1
"2018-07","CRIMINAL TRESPASS",21,27,20,0
"2018-07","CRIMINAL TRESPASS",22,4,2,1
"2018-07","CRIMINAL TRESPASS",23,3,2,0
"2018-07","CRIMINAL TRESPASS",24,28,18,2
"2018-07","CRIMINAL TRESPASS",25,9,3,1
"2018-07","CRIMINAL TRESPASS",26,9,5,0
"2018-07","CRIMINAL TRESPASS",27,12,5,0
"2018-07","CRIMINAL TRESPASS",28,17,10,3
"2018-07","CRIMINAL TRESPASS",29,7,4,0
"2018-07","CRIMINAL TRESPASS",30,9,4,0
"2018-07","CRIMINAL TRESPASS",31,3,0,0
"2018-07","CRIMINAL TRESPASS",32,9,1,0
"2018-07","CRIMINAL TRESPASS",33,6,2,0
"2018-07","CRIMINAL TRESPASS",34,15,9,4
"2018-07","CRIMINAL TRESPASS",35,6,2,0
"2018-07","CRIMINAL TRESPASS",36,5,2,0
"2018-07","CRIMINAL TRESPASS",37,15,7,0
"2018-07","CRIMINAL TRESPASS",38,3,0,1
"2018-07","CRIMINAL TRESPASS",39,5,1,0
"2018-07","CRIMINAL TRESPASS",40,9,2,0
"2018-07","CRIMINAL TRESPASS",41,15,8,0
"2018-07","CRIMINAL TRESPASS",42,44,28,0
"2018-07","CRIMINAL TRESPASS",43,16,4,0
"2018-07","CRIMINAL TRESPASS",44,24,10,0
"2018-07","CRIMINAL TRESPASS",45,11,5,1
"2018-07","CRIMINAL TRESPASS",46,15,8,0
"2018-07","CRIMINAL TRESPASS",47,8,1,0
"2018-07","CRIMINAL TRESPASS",48,5,0,0
"2018-07","CRIMINAL TRESPASS",49,18,12,0
"2018-07","CRIMINAL TRESPASS",50,8,5,1
"2018-07","DECEPTIVE PRACTICE",1,32,2,0
"2018-07","DECEPTIVE PRACTICE",2,111,2,0
"2018-07","DECEPTIVE PRACTICE",3,35,3,1
"2018-07","DECEPTIVE PRACTICE",4,40,2,0
"2018-07","DECEPTIVE PRACTICE",5,45,1,0
"2018-07","DECEPTIVE PRACTICE",6,28,2,0
"2018-07","DECEPTIVE PRACTICE",7,21,0,0
"2018-07","DECEPTIVE PRACTICE",8,18,0,1
"2018-07","DECEPTIVE PRACTICE",9,26,2,1
"2018-07","DECEPTIVE PRACTICE",10,9,2,0
"2018-07","DECEPTIVE PRACTICE",11,27,0,0
"2018-07","DECEPTIVE PRACTICE",12,13,0,0
"2018-07","DECEPTIVE PRACTICE",13,25,0,0
"2018-07","DECEPTIVE PRACTICE",14,11,0,0
"2018-07","DECEPTIVE PRACTICE",15,24,0,1
"2018-07","DECEPTIVE PRACTICE",16,22,5,1
"2018-07","DECEPTIVE PRACTICE",17,39,5,1
"2018-07","DECEPTIVE PRACTICE",18,16,1,0
"2018-07","DECEPTIVE PRACTICE",19,25,0,0
"2018-07","DECEPTIVE PRACTICE",20,28,3,0
"2018-07","DECEPTIVE PRACTICE",21,65,2,1
"2018-07","DECEPTIVE PRACTICE",22,9,3,0
"2018-07","DECEPTIVE PRACTICE",23,23,0,0
"2018-07","DECEPTIVE PRACTICE",24,49,18,1
"2018-07","DECEPTIVE PRACTICE",25,25,1,0
"2018-07","DECEPTIVE PRACTICE",26,13,1,0
"2018-07","DECEPTIVE PRACTICE",27,52,4,0
"2018-07","DECEPTIVE PRACTICE",28,36,14,1
"2018-07","DECEPTIVE PRACTICE",29,27,0,1
"2018-07","DECEPTIVE PRACTICE",30,18,0,0
"2018-07","DECEPTIVE PRACTICE",31,20,0,0
"2018-07","DECEPTIVE PRACTICE",32,31,0,1
"2018-07","DECEPTIVE PRACTICE",33,12,0,0
"2018-07","DECEPTIVE PRACTICE",34,28,1,1
"2018-07","DECEPTIVE PRACTICE",35,12,0,0
"2018-07","DECEPTIVE PRACTICE",36,18,0,0
"2018-07","DECEPTIVE PRACTICE",37,27,0,0
"2018-07","DECEPTIVE PRACTICE",38,15,0,0
"2018-07","DECEPTIVE PRACTICE",39,17,1,0
"2018-07","DECEPTIVE PRACTICE",40,21,2,0
"2018-07","DECEPTIVE PRACTICE",41,33,1,0
"2018-07","DECEPTIVE PRACTICE",42,272,11,0
"2018-07","DECEPTIVE PRACTICE",43,36,0,0
"2018-07","DECEPTIVE PRACTICE",44,42,2,0
"2018-07","DECEPTIVE PRACTICE",45,17,0,0
"2018-07","DECEPTIVE PRACTICE",46,26,3,0
"2018-07","DECEPTIVE PRACTICE",47,29,0,0
"2018-07","DECEPTIVE PRACTICE",48,26,1,0
"2018-07","DECEPTIVE PRACTICE",49,15,1,0
"2018-07","DECEPTIVE PRACTICE",50,20,1,0
"2018-07","GAMBLING",2,1,1,0
"2018-07","GAMBLING",5,1,1,0
"2018-07","GAMBLING",6,1,1,0
"2018-07","GAMBLING",7,2,2,0
"2018-07","GAMBLING",9,1,1,0
"2018-07","GAMBLING",15,2,2,0
"2018-07","GAMBLING",17,2,2,0
"2018-07","GAMBLING",18,1,1,0
"2018-07","GAMBLING",20,2,2,0
"2018-07","GAMBLING",24,8,8,0
"2018-07","GAMBLING",27,11,11,0
"2018-07","GAMBLING",28,7,7,0
"2018-07","GAMBLING",29,1,1,0
"2018-07","GAMBLING",37,1,1,0
"2018-07","GAMBLING",46,1,1,0
"2018-07","HOMICIDE",2,2,1,0
"2018-07","HOMICIDE",3,4,1,0
"2018-07","HOMICIDE",4,1,0,0
"2018-07","HOMICIDE",5,2,0,0
"2018-07","HOMICIDE",7,1,0,0
"2018-07","HOMICIDE",8,2,1,0
"2018-07","HOMICIDE",9,4,1,0
"2018-07","HOMICIDE",10,1,0,0
"2018-07","HOMICIDE",11,1,0,0
"2018-07","HOMICIDE",15,4,1,0
"2018-07","HOMICIDE",16,4,3,0
"2018-07","HOMICIDE",17,1,1,0
"2018-07","HOMICIDE",18,1,0,0
"2018-07","HOMICIDE",20,4,2,0
"2018-07","HOMICIDE",21,5,0,0
"2018-07","HOMICIDE",22,1,1,0
"2018-07","HOMICIDE",24,3,1,0
"2018-07","HOMICIDE",27,6,2,1
"2018-07","HOMICIDE",28,5,0,0
"2018-07","HOMICIDE",29,1,0,0
"2018-07","HOMICIDE",30,1,0,0
"2018-07","HOMICIDE",33,1,0,0
"2018-07","HOMICIDE",34,2,1,0
"2018-07","HOMICIDE",36,1,1,0
"2018-07","HOMICIDE",37,4,3,1
"2018-07","HOMICIDE",50,1,1,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",2,1,1,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",3,6,6,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",4,1,1,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",5,4,4,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",6,15,14,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",7,2,2,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",8,3,3,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",9,10,10,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",10,6,5,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",12,1,1,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",13,2,2,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",15,2,2,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",16,3,3,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",17,7,6,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",18,2,2,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",20,2,2,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",21,2,2,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",22,2,2,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",23,2,2,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",24,11,11,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",25,3,3,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",27,7,7,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",28,7,7,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",29,7,7,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",32,2,2,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",34,8,8,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",35,1,1,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",37,4,4,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",39,1,1,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",40,2,2,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",42,3,3,0
"2018-07","INTERFERENCE WITH PUBLIC OFFICER",49,3,3,0
"2018-07","INTIMIDATION",2,1,0,0
"2018-07","INTIMIDATION",3,2,1,0
"2018-07","INTIMIDATION",17,1,1,0
"2018-07","INTIMIDATION",18,1,0,0
"2018-07","INTIMIDATION",22,1,0,0
"2018-07","INTIMIDATION",23,1,0,0
"2018-07","INTIMIDATION",28,2,0,0
"2018-07","INTIMIDATION",30,1,0,0
"2018-07","INTIMIDATION",31,1,0,0
"2018-07","INTIMIDATION",33,2,0,1
"2018-07","INTIMIDATION",35,1,0,0
"2018-07","INTIMIDATION",42,1,0,0
"2018-07","INTIMIDATION",43,1,0,0
"2018-07","INTIMIDATION",44,3,0,0
"2018-07","INTIMIDATION",45,1,0,0
"2018-07","INTIMIDATION",46,1,0,0
"2018-07","INTIMIDATION",47,1,0,0
"2018-07","INTIMIDATION",50,1,0,0
"2018-07","KIDNAPPING",6,1,0,0
"2018-07","KIDNAPPING",7,1,0,1
"2018-07","KIDNAPPING",9,1,1,0
"2018-07","KIDNAPPING",11,1,0,0
"2018-07","KIDNAPPING",15,1,0,0
"2018-07","KIDNAPPING",16,1,1,0
"2018-07","KIDNAPPING",17,1,0,1
"2018-07","KIDNAPPING",26,1,0,1
"2018-07","KIDNAPPING",28,1,0,0
"2018-07","KIDNAPPING",30,1,0,1
"2018-07","KIDNAPPING",34,1,0,0
"2018-07","KIDNAPPING",44,1,0,1
"2018-07","KIDNAPPING",49,1,0,0
"2018-07","LIQUOR LAW VIOLATION",7,2,2,0
"2018-07","LIQUOR LAW VIOLATION",9,2,2,0
"2018-07","LIQUOR LAW VIOLATION",10,1,1,0
"2018-07","LIQUOR LAW VIOLATION",11,1,1,0
"2018-07","LIQUOR LAW VIOLATION",16,2,2,0
"2018-07","LIQUOR LAW VIOLATION",18,1,1,0
"2018-07","LIQUOR LAW VIOLATION",19,1,1,0
"2018-07","LIQUOR LAW VIOLATION",21,1,1,0
"2018-07","LIQUOR LAW VIOLATION",22,5,5,0
"2018-07","LIQUOR LAW VIOLATION",24,2,2,0
"2018-07","LIQUOR LAW VIOLATION",27,1,1,0
"2018-07","LIQUOR LAW VIOLATION",28,1,1,0
"2018-07","LIQUOR LAW VIOLATION",29,1,1,0
"2018-07","LIQUOR LAW VIOLATION",32,1,1,0
"2018-07","LIQUOR LAW VIOLATION",34,2,2,0
"2018-07","LIQUOR LAW VIOLATION",41,1,1,0
"2018-07","LIQUOR LAW VIOLATION",42,2,2,0
"2018-07","LIQUOR LAW VIOLATION",43,2,2,0
"2018-07","LIQUOR LAW VIOLATION",44,1,1,0
"2018-07","LIQUOR LAW VIOLATION",45,2,2,0
"2018-07","MOTOR VEHICLE THEFT",1,19,2,0
"2018-07","MOTOR VEHICLE THEFT",2,29,2,1
"2018-07","MOTOR VEHICLE THEFT",3,23,2,0
"2018-07","MOTOR VEHICLE THEFT",4,25,1,0
"2018-07","MOTOR VEHICLE THEFT",5,33,4,2
"2018-07","MOTOR VEHICLE THEFT",6,23,1,0
"2018-07","MOTOR VEHICLE THEFT",7,31,2,0
"2018-07","MOTOR VEHICLE THEFT",8,20,0,1
"2018-07","MOTOR VEHICLE THEFT",9,9,0,0
"2018-07","MOTOR VEHICLE THEFT",10,18,0,0
"2018-07","MOTOR VEHICLE THEFT",11,16,4,0
"2018-07","MOTOR VEHICLE THEFT",12,14,1,2
"2018-07","MOTOR VEHICLE THEFT",13,10,0,0
"2018-07","MOTOR VEHICLE THEFT",14,12,1,0
"2018-07","MOTOR VEHICLE THEFT",15,20,0,0
"2018-07","MOTOR VEHICLE THEFT",16,23,3,2
"2018-07","MOTOR VEHICLE THEFT",17,30,0,0
"2018-07","MOTOR VEHICLE THEFT",18,13,1,0
"2018-07","MOTOR VEHICLE THEFT",19,3,0,0
"2018-07","MOTOR VEHICLE THEFT",20,21,2,0
"2018-07","MOTOR VEHICLE THEFT",21,28,0,1
"2018-07","MOTOR VEHICLE THEFT",22,14,1,0
"2018-07","MOTOR VEHICLE THEFT",23,13,0,0
"2018-07","MOTOR VEHICLE THEFT",24,37,2,2
